Admin2,Combined Key,Country Region,Last Update,Lat,Long,Province State,Table Name,Active,Case Fatality Ratio,Confirmed,Deaths,Incident Rate,Recovered,Selector
Douglas,"Douglas, Washington, US",US,8/1/2021,47.7361335,-119.692937,Washington,covid_6.csv,,0.596009329,3859,23,8885.767574662,,23
Ferry,"Ferry, Washington, US",US,8/1/2021,48.4711431,-118.5154041,Washington,covid_6.csv,,1.900237530,421,8,5519.863642323,,8
Franklin,"Franklin, Washington, US",US,8/1/2021,46.53351425,-118.9018212,Washington,covid_6.csv,,0.895848507,13730,123,14418.936800319,,123
Garfield,"Garfield, Washington, US",US,8/1/2021,46.43197502,-117.5454032,Washington,covid_6.csv,,4.347826087,138,6,6202.247191011,,6
Grant,"Grant, Washington, US",US,8/1/2021,47.20753737,-119.4500749,Washington,covid_6.csv,,0.914512922,10060,92,10293.350250171,,92
Grays Harbor,"Grays Harbor, Washington, US",US,8/1/2021,47.14003705,-123.7820567,Washington,covid_6.csv,,1.709401709,4797,82,6390.802147587,,82
Island,"Island, Washington, US",US,8/1/2021,48.14713305,-122.5216407,Washington,covid_6.csv,,1.509250243,2054,31,2412.468728345,,31
Jefferson,"Jefferson, Washington, US",US,8/1/2021,47.75003077,-123.5609704,Washington,covid_6.csv,,0.793650794,504,4,1564.197262655,,4
King,"King, Washington, US",US,8/1/2021,47.49137892,-121.8346131,Washington,covid_6.csv,,1.437549231,116796,1679,5184.522958724,,1679
Kitsap,"Kitsap, Washington, US",US,8/1/2021,47.63479026,-122.6436061,Washington,covid_6.csv,,1.322722873,9299,123,3425.386686705,,123
Kittitas,"Kittitas, Washington, US",US,8/1/2021,47.12521214,-120.679439,Washington,covid_6.csv,,1.055032792,3507,37,7316.157296339,,37
Klickitat,"Klickitat, Washington, US",US,8/1/2021,45.87325839,-120.7913598,Washington,covid_6.csv,,1.397849462,930,13,4147.157190635,,13
Lewis,"Lewis, Washington, US",US,8/1/2021,46.57756476,-122.3925769,Washington,covid_6.csv,,1.490393248,5569,83,6900.268873828,,83
Lincoln,"Lincoln, Washington, US",US,8/1/2021,47.57705241,-118.4194388,Washington,covid_6.csv,,1.678321678,715,12,6536.246457629,,12
Mason,"Mason, Washington, US",US,8/1/2021,47.35007586,-123.1863685,Washington,covid_6.csv,,1.249588951,3041,38,4554.577042895,,38
Okanogan,"Okanogan, Washington, US",US,8/1/2021,48.54855019,-119.7387224,Washington,covid_6.csv,,1.465457083,2866,42,6784.556021116,,42
Pacific,"Pacific, Washington, US",US,8/1/2021,46.55418369,-123.7285716,Washington,covid_6.csv,,1.409774436,1064,15,4734.991767167,,15
Pend Oreille,"Pend Oreille, Washington, US",US,8/1/2021,48.53234021,-117.2741804,Washington,covid_6.csv,,1.045296167,861,9,6273.681142524,,9
Pierce,"Pierce, Washington, US",US,8/1/2021,47.03892768,-122.1405958,Washington,covid_6.csv,,1.123312513,59556,669,6580.918915335,,669
San Juan,"San Juan, Washington, US",US,8/1/2021,48.60182783,-122.96745,Washington,covid_6.csv,,0,191,0,1086.338300535,,0
Skagit,"Skagit, Washington, US",US,8/1/2021,48.48171488,-121.766131,Washington,covid_6.csv,,1.256161552,6289,79,4867.458689679,,79
Skamania,"Skamania, Washington, US",US,8/1/2021,46.02408726,-121.9164403,Washington,covid_6.csv,,0.247524752,404,1,3343.540511462,,1
Snohomish,"Snohomish, Washington, US",US,8/1/2021,48.04615983,-121.7170703,Washington,covid_6.csv,,1.452325826,42759,621,5201.299625464,,621
Spokane,"Spokane, Washington, US",US,8/1/2021,47.62113146,-117.4046494,Washington,covid_6.csv,,1.430597521,48651,696,9305.888698886,,696
Stevens,"Stevens, Washington, US",US,8/1/2021,48.40035475,-117.8542701,Washington,covid_6.csv,,1.293974929,2473,32,5408.656474859,,32
Thurston,"Thurston, Washington, US",US,8/1/2021,46.9291895,-122.8290656,Washington,covid_6.csv,,1.027628032,11872,122,4086.240603574,,122
Unassigned,"Unassigned, Washington, US",US,8/1/2021,,,Washington,covid_6.csv,,0.195694716,1533,3,,,3
Wahkiakum,"Wahkiakum, Washington, US",US,8/1/2021,46.2918004,-123.4250831,Washington,covid_6.csv,,1.840490798,163,3,3631.907308378,,3
Walla Walla,"Walla Walla, Washington, US",US,8/1/2021,46.23040051,-118.4775539,Washington,covid_6.csv,,1.198003328,6010,72,9891.375905201,,72
Whatcom,"Whatcom, Washington, US",US,8/1/2021,48.82227976,-121.7490018,Washington,covid_6.csv,,1.053852847,10343,109,4511.727525333,,109
Whitman,"Whitman, Washington, US",US,8/1/2021,46.90022523,-117.5241763,Washington,covid_6.csv,,1.183431953,4394,52,8769.758901485,,52
Yakima,"Yakima, Washington, US",US,8/1/2021,46.45738486,-120.7380126,Washington,covid_6.csv,,1.446757431,31657,458,12618.735376067,,458
Barbour,"Barbour, West Virginia, US",US,8/1/2021,39.1307219,-80.00350858,West Virginia,covid_6.csv,,2.204928664,1542,34,9378.991545526,,34
Berkeley,"Berkeley, West Virginia, US",US,8/1/2021,39.46704621,-78.02414609,West Virginia,covid_6.csv,,1.048924278,13061,137,10959.881179146,,137
Boone,"Boone, West Virginia, US",US,8/1/2021,38.01974191,-81.69888019,West Virginia,covid_6.csv,,1.632653061,2205,36,10276.366686862,,36
Braxton,"Braxton, West Virginia, US",US,8/1/2021,38.70036159,-80.72011184,West Virginia,covid_6.csv,,0.380228137,1052,4,7537.436411836,,4
Brooke,"Brooke, West Virginia, US",US,8/1/2021,40.27367263,-80.57915332,West Virginia,covid_6.csv,,2.686041391,2271,61,10351.428962122,,61
Cabell,"Cabell, West Virginia, US",US,8/1/2021,38.42424062,-82.23855912,West Virginia,covid_6.csv,,1.969413577,9089,179,9885.257490891,,179
Calhoun,"Calhoun, West Virginia, US",US,8/1/2021,38.84315422,-81.11934872,West Virginia,covid_6.csv,,0.248138958,403,1,5668.870445914,,1
Clay,"Clay, West Virginia, US",US,8/1/2021,38.46231092,-81.07652217,West Virginia,covid_6.csv,,2.007299270,548,11,6440.996708980,,11
Doddridge,"Doddridge, West Virginia, US",US,8/1/2021,39.27057157,-80.70671527,West Virginia,covid_6.csv,,0.918836141,653,6,7729.640151515,,6
Fayette,"Fayette, West Virginia, US",US,8/1/2021,38.02974928,-81.08286634,West Virginia,covid_6.csv,,2.270240700,3656,83,8621.421496958,,83
Gilmer,"Gilmer, West Virginia, US",US,8/1/2021,38.9251277,-80.85952723,West Virginia,covid_6.csv,,0.782122905,895,7,11440.623801611,,7
Grant,"Grant, West Virginia, US",US,8/1/2021,39.10314817,-79.19440518,West Virginia,covid_6.csv,,2.190332326,1324,29,11445.366528354,,29
Greenbrier,"Greenbrier, West Virginia, US",US,8/1/2021,37.9463652,-80.45335881,West Virginia,covid_6.csv,,2.224503765,2922,65,8429.980958975,,65
Hampshire,"Hampshire, West Virginia, US",US,8/1/2021,39.32103553,-78.60826476,West Virginia,covid_6.csv,,1.856627127,1939,36,8366.774541532,,36
Hancock,"Hancock, West Virginia, US",US,8/1/2021,40.51943859,-80.57461608,West Virginia,covid_6.csv,,3.129346314,2876,90,9982.644914960,,90
Hardy,"Hardy, West Virginia, US",US,8/1/2021,39.00683177,-78.85855301,West Virginia,covid_6.csv,,1.509433962,1590,24,11541.811846690,,24
Harrison,"Harrison, West Virginia, US",US,8/1/2021,39.2853852,-80.37919577,West Virginia,covid_6.csv,,1.290525653,6354,82,9447.484239324,,82
Jackson,"Jackson, West Virginia, US",US,8/1/2021,38.84263974,-81.68148753,West Virginia,covid_6.csv,,2.696824706,2299,62,8045.212765957,,62
Jefferson,"Jefferson, West Virginia, US",US,8/1/2021,39.30776166,-77.86014147,West Virginia,covid_6.csv,,1.232539030,4868,60,8518.531480769,,60
Kanawha,"Kanawha, West Virginia, US",US,8/1/2021,38.33860077,-81.52857054,West Virginia,covid_6.csv,,2.310336049,15712,363,8820.821450226,,363
Lewis,"Lewis, West Virginia, US",US,8/1/2021,38.9947249,-80.49988181,West Virginia,covid_6.csv,,1.623616236,1355,22,8518.262400201,,22
Lincoln,"Lincoln, West Virginia, US",US,8/1/2021,38.172154,-82.07017953,West Virginia,covid_6.csv,,1.545117429,1618,25,7927.874957127,,25
Logan,"Logan, West Virginia, US",US,8/1/2021,37.8299889,-81.93528571,West Virginia,covid_6.csv,,2.902453621,3342,97,10437.552703083,,97
Marion,"Marion, West Virginia, US",US,8/1/2021,39.50984542,-80.24244659,West Virginia,covid_6.csv,,1.154492024,4764,55,8496.219146811,,55
Marshall,"Marshall, West Virginia, US",US,8/1/2021,39.86064362,-80.66591062,West Virginia,covid_6.csv,,2.188972014,3609,79,11820.772329763,,79
Mason,"Mason, West Virginia, US",US,8/1/2021,38.77071799,-82.02524219,West Virginia,covid_6.csv,,1.782363977,2132,38,8040.428420576,,38
McDowell,"McDowell, West Virginia, US",US,8/1/2021,37.38002939,-81.65083669,West Virginia,covid_6.csv,,1.616766467,1670,27,9475.714934181,,27
Mercer,"Mercer, West Virginia, US",US,8/1/2021,37.40481169,-81.11023142,West Virginia,covid_6.csv,,2.440408627,5286,129,8996.221791075,,129
Mineral,"Mineral, West Virginia, US",US,8/1/2021,39.41561583,-78.94104895,West Virginia,covid_6.csv,,3.053435115,3013,92,11214.083668304,,92
Mingo,"Mingo, West Virginia, US",US,8/1/2021,37.73048351,-82.13338365,West Virginia,covid_6.csv,,1.560283688,2820,44,12038.934426230,,44
Monongalia,"Monongalia, West Virginia, US",US,8/1/2021,39.63218457,-80.04766838,West Virginia,covid_6.csv,,0.967199327,9512,92,9006.552285725,,92
Monroe,"Monroe, West Virginia, US",US,8/1/2021,37.56274716,-80.54577965,West Virginia,covid_6.csv,,1.449275362,1242,18,9355.932203390,,18
Morgan,"Morgan, West Virginia, US",US,8/1/2021,39.55439028,-78.26311676,West Virginia,covid_6.csv,,1.809598741,1271,23,7106.911205547,,23
Nicholas,"Nicholas, West Virginia, US",US,8/1/2021,38.29617706,-80.79759588,West Virginia,covid_6.csv,,1.227621483,1955,24,7980.894839974,,24
Ohio,"Ohio, West Virginia, US",US,8/1/2021,40.0955451,-80.62203992,West Virginia,covid_6.csv,,1.984941821,4383,87,10584.144309483,,87
Pendleton,"Pendleton, West Virginia, US",US,8/1/2021,38.68314479,-79.35084086,West Virginia,covid_6.csv,,1.515151515,726,11,10417.56349548,,11
Pleasants,"Pleasants, West Virginia, US",US,8/1/2021,39.37091679,-81.16771771,West Virginia,covid_6.csv,,1.244813278,964,12,12922.252010724,,12
Pocahontas,"Pocahontas, West Virginia, US",US,8/1/2021,38.32758728,-80.00993811,West Virginia,covid_6.csv,,1.739130435,690,12,8366.678792288,,12
Preston,"Preston, West Virginia, US",US,8/1/2021,39.46770987,-79.66712803,West Virginia,covid_6.csv,,1.578240430,2978,47,8907.633405121,,47
Putnam,"Putnam, West Virginia, US",US,8/1/2021,38.50782345,-81.9082131,West Virginia,covid_6.csv,,1.700182815,5470,93,9689.991142604,,93
Raleigh,"Raleigh, West Virginia, US",US,8/1/2021,37.76936795,-81.2456041,West Virginia,covid_6.csv,,1.406097731,7183,101,9791.306007279,,101
Randolph,"Randolph, West Virginia, US",US,8/1/2021,38.769899,-79.87919615,West Virginia,covid_6.csv,,0.588031823,2891,17,10074.925945287,,17
Ritchie,"Ritchie, West Virginia, US",US,8/1/2021,39.18094587,-81.06356878,West Virginia,covid_6.csv,,1.421188630,774,11,8101.318819343,,11
Roane,"Roane, West Virginia, US",US,8/1/2021,38.71622686,-81.35243568,West Virginia,covid_6.csv,,1.337295691,673,9,4916.715371128,,9
Summers,"Summers, West Virginia, US",US,8/1/2021,37.65390597,-80.86009693,West Virginia,covid_6.csv,,2.525832377,871,22,6927.543148016,,22
Taylor,"Taylor, West Virginia, US",US,8/1/2021,39.33602617,-80.0421439,West Virginia,covid_6.csv,,1.888217523,1324,25,7930.518119197,,25
Tucker,"Tucker, West Virginia, US",US,8/1/2021,39.11240885,-79.57053576,West Virginia,covid_6.csv,,1.814882033,551,10,8056.733440561,,10
Tyler,"Tyler, West Virginia, US",US,8/1/2021,39.46811972,-80.88772676,West Virginia,covid_6.csv,,1.701570681,764,13,8893.027587010,,13
Unassigned,"Unassigned, West Virginia, US",US,7/31/2021,,,West Virginia,covid_6.csv,,,0,0,,,0
Upshur,"Upshur, West Virginia, US",US,8/1/2021,38.89285061,-80.23689136,West Virginia,covid_6.csv,,1.676528600,2028,34,8388.484447386,,34
Wayne,"Wayne, West Virginia, US",US,8/1/2021,38.14901357,-82.42287994,West Virginia,covid_6.csv,,1.359283287,3237,44,8215.319019339,,44
Webster,"Webster, West Virginia, US",US,8/1/2021,38.49370949,-80.4202023,West Virginia,covid_6.csv,,1.475409836,610,9,7517.870347547,,9
Wetzel,"Wetzel, West Virginia, US",US,8/1/2021,39.6065771,-80.6401654,West Virginia,covid_6.csv,,2.244039271,1426,32,9465.648854962,,32
Wirt,"Wirt, West Virginia, US",US,8/1/2021,39.02775007,-81.37473928,West Virginia,covid_6.csv,,0.852878465,469,4,8057.034873733,,4
Wood,"Wood, West Virginia, US",US,8/1/2021,39.20967886,-81.5162836,West Virginia,covid_6.csv,,2.198757764,8050,177,9638.640772049,,177
Wyoming,"Wyoming, West Virginia, US",US,8/1/2021,37.612327,-81.54511071,West Virginia,covid_6.csv,,1.946818613,2106,41,10326.566637246,,41
Adams,"Adams, Wisconsin, US",US,8/1/2021,43.96974651,-89.76782777,Wisconsin,covid_6.csv,,1.052631579,1995,21,9866.468842730,,21
Ashland,"Ashland, Wisconsin, US",US,8/1/2021,46.31956891,-90.67837132,Wisconsin,covid_6.csv,,1.058574453,1417,15,9105.513430150,,15
Barron,"Barron, Wisconsin, US",US,8/1/2021,45.42372701,-91.84833627,Wisconsin,covid_6.csv,,1.413079198,6086,86,13451.507382194,,86
Bayfield,"Bayfield, Wisconsin, US",US,8/1/2021,46.52868768,-91.19716729,Wisconsin,covid_6.csv,,1.620370370,1296,21,8619.313647247,,21
Brown,"Brown, Wisconsin, US",US,8/1/2021,44.4526553,-88.00411844,Wisconsin,covid_6.csv,,0.861925152,35966,310,13595.572725692,,310
Buffalo,"Buffalo, Wisconsin, US",US,8/1/2021,44.37835084,-91.75332578,Wisconsin,covid_6.csv,,0.484764543,1444,7,11081.267746144,,7
Burnett,"Burnett, Wisconsin, US",US,8/1/2021,45.86303537,-92.36711412,Wisconsin,covid_6.csv,,1.678060907,1609,27,10438.562345919,,27
Calumet,"Calumet, Wisconsin, US",US,8/1/2021,44.0816316,-88.21780273,Wisconsin,covid_6.csv,,0.847842544,6605,56,13186.527980195,,56
Chippewa,"Chippewa, Wisconsin, US",US,8/1/2021,45.06939744,-91.28068855,Wisconsin,covid_6.csv,,1.258346174,7788,98,12044.913235794,,98
Clark,"Clark, Wisconsin, US",US,8/1/2021,44.73483377,-90.61207486,Wisconsin,covid_6.csv,,1.758593125,3753,66,10792.546155173,,66
Columbia,"Columbia, Wisconsin, US",US,8/1/2021,43.46492199,-89.33589004,Wisconsin,covid_6.csv,,1.215451215,6006,73,10439.407634012,,73
Crawford,"Crawford, Wisconsin, US",US,8/1/2021,43.23870316,-90.93073686,Wisconsin,covid_6.csv,,1.048565121,1812,19,11233.029570392,,19
Dane,"Dane, Wisconsin, US",US,8/1/2021,43.06601594,-89.41733797,Wisconsin,covid_6.csv,,0.715142082,47543,340,8696.439513806,,340
Dodge,"Dodge, Wisconsin, US",US,8/1/2021,43.41576662,-88.70928178,Wisconsin,covid_6.csv,,1.533648711,13106,201,14920.479513656,,201
Door,"Door, Wisconsin, US",US,8/1/2021,44.95856458,-87.30002707,Wisconsin,covid_6.csv,,1.290097629,2868,37,10365.765505277,,37
Douglas,"Douglas, Wisconsin, US",US,8/1/2021,46.43222285,-91.91595768,Wisconsin,covid_6.csv,,1.311345122,5033,66,11663.962920046,,66
Dunn,"Dunn, Wisconsin, US",US,8/1/2021,44.94562799,-91.8962481,Wisconsin,covid_6.csv,,0.672559570,5204,35,11470.640098748,,35
Eau Claire,"Eau Claire, Wisconsin, US",US,8/1/2021,44.726614,-91.28609183,Wisconsin,covid_6.csv,,1.004197876,12149,122,11609.617185559,,122
Florence,"Florence, Wisconsin, US",US,8/1/2021,45.84963535,-88.39804137,Wisconsin,covid_6.csv,,2.5390625,512,13,11920.838183935,,13
Fond du Lac,"Fond du Lac, Wisconsin, US",US,8/1/2021,43.75354908,-88.48885325,Wisconsin,covid_6.csv,,1.043826410,13987,146,13526.686846610,,146
Forest,"Forest, Wisconsin, US",US,8/1/2021,45.66678019,-88.77084892,Wisconsin,covid_6.csv,,2.539981185,1063,27,11805.864060418,,27
Grant,"Grant, Wisconsin, US",US,8/1/2021,42.8671731,-90.7063218,Wisconsin,covid_6.csv,,1.641326883,5788,95,11252.162755886,,95
Green,"Green, Wisconsin, US",US,8/1/2021,42.6794956,-89.60243287,Wisconsin,covid_6.csv,,0.704607046,3690,26,9983.766233766,,26
Green Lake,"Green Lake, Wisconsin, US",US,8/1/2021,43.80025981,-89.04679553,Wisconsin,covid_6.csv,,1.199616123,2084,25,11018.875905462,,25
Iowa,"Iowa, Wisconsin, US",US,8/1/2021,43.00050278,-90.13469017,Wisconsin,covid_6.csv,,0.645458737,2169,14,9160.402060985,,14
Iron,"Iron, Wisconsin, US",US,8/1/2021,46.26302338,-90.24295041,Wisconsin,covid_6.csv,,5.833333333,720,42,12660.453666256,,42
Jackson,"Jackson, Wisconsin, US",US,8/1/2021,44.31864893,-90.80566792,Wisconsin,covid_6.csv,,1.059554256,2737,29,13258.731773483,,29
Jefferson,"Jefferson, Wisconsin, US",US,8/1/2021,43.02054068,-88.77529134,Wisconsin,covid_6.csv,,1.389172625,9790,136,11549.033255081,,136
Juneau,"Juneau, Wisconsin, US",US,8/1/2021,43.92456975,-90.11120239,Wisconsin,covid_6.csv,,0.918246445,3376,31,12650.354104995,,31
Kenosha,"Kenosha, Wisconsin, US",US,8/1/2021,42.57639354,-88.04051686,Wisconsin,covid_6.csv,,1.776477350,19139,340,11287.383301585,,340
Kewaunee,"Kewaunee, Wisconsin, US",US,8/1/2021,44.51727459,-87.61468386,Wisconsin,covid_6.csv,,1.349872309,2741,37,13413.917979838,,37
La Crosse,"La Crosse, Wisconsin, US",US,8/1/2021,43.90632465,-91.11451093,Wisconsin,covid_6.csv,,0.680670424,13663,93,11577.243763557,,93
Lafayette,"Lafayette, Wisconsin, US",US,8/1/2021,42.66005229,-90.1317729,Wisconsin,covid_6.csv,,0.575373993,1738,10,10429.042904290,,10
Langlade,"Langlade, Wisconsin, US",US,8/1/2021,45.26271619,-89.07483625,Wisconsin,covid_6.csv,,2.286995516,2230,51,11621.241336182,,51
Lincoln,"Lincoln, Wisconsin, US",US,8/1/2021,45.33737523,-89.73411273,Wisconsin,covid_6.csv,,2.930513595,3310,97,11995.796035226,,97
Manitowoc,"Manitowoc, Wisconsin, US",US,8/1/2021,44.11946801,-87.80928853,Wisconsin,covid_6.csv,,1.067853170,8990,96,11382.484394981,,96
Marathon,"Marathon, Wisconsin, US",US,8/1/2021,44.89792533,-89.75863384,Wisconsin,covid_6.csv,,1.384606083,16539,229,12188.633080801,,229
Marinette,"Marinette, Wisconsin, US",US,8/1/2021,45.38553432,-88.033246,Wisconsin,covid_6.csv,,1.582946391,4738,75,11742.255266419,,75
Marquette,"Marquette, Wisconsin, US",US,8/1/2021,43.81911946,-89.40073763,Wisconsin,covid_6.csv,,1.722017220,1626,28,10440.477719276,,28
Menominee,"Menominee, Wisconsin, US",US,8/1/2021,45.00422544,-88.70950714,Wisconsin,covid_6.csv,,1.346389229,817,11,17932.396839333,,11
Milwaukee,"Milwaukee, Wisconsin, US",US,8/1/2021,43.00486062,-87.96733172,Wisconsin,covid_6.csv,,1.193163496,120939,1443,12787.953381846,,1443
Monroe,"Monroe, Wisconsin, US",US,8/1/2021,43.94641218,-90.618819,Wisconsin,covid_6.csv,,1.040366209,4806,50,10390.677361468,,50
Oconto,"Oconto, Wisconsin, US",US,8/1/2021,45.02715345,-88.26807503,Wisconsin,covid_6.csv,,1.433830653,5161,74,13606.643817559,,74
Oneida,"Oneida, Wisconsin, US",US,8/1/2021,45.70677897,-89.51944105,Wisconsin,covid_6.csv,,2.066649445,3871,80,10875.122910521,,80
Outagamie,"Outagamie, Wisconsin, US",US,8/1/2021,44.41578887,-88.46565023,Wisconsin,covid_6.csv,,1.031568481,24138,249,12847.220374165,,249
Ozaukee,"Ozaukee, Wisconsin, US",US,8/1/2021,43.38352225,-87.94625009,Wisconsin,covid_6.csv,,1.162422065,9463,110,10606.247408121,,110
Pepin,"Pepin, Wisconsin, US",US,8/1/2021,44.58307413,-91.99949611,Wisconsin,covid_6.csv,,0.770925110,908,7,12460.546178125,,7
Pierce,"Pierce, Wisconsin, US",US,8/1/2021,44.71850291,-92.4224416,Wisconsin,covid_6.csv,,0.874925432,5029,44,11762.642091968,,44
Polk,"Polk, Wisconsin, US",US,8/1/2021,45.46130348,-92.44182875,Wisconsin,covid_6.csv,,1.379736409,4856,67,11091.062741247,,67
Portage,"Portage, Wisconsin, US",US,8/1/2021,44.47558711,-89.50152965,Wisconsin,covid_6.csv,,0.994694960,7540,75,10653.930933137,,75
Price,"Price, Wisconsin, US",US,8/1/2021,45.68051754,-90.3609888,Wisconsin,covid_6.csv,,0.587803086,1361,8,10193.992959329,,8
Racine,"Racine, Wisconsin, US",US,8/1/2021,42.74753117,-88.05941254,Wisconsin,covid_6.csv,,1.560250574,25701,401,13091.981600624,,401
Richland,"Richland, Wisconsin, US",US,8/1/2021,43.3762778,-90.43012729,Wisconsin,covid_6.csv,,1.192145863,1426,17,8265.708323673,,17
Rock,"Rock, Wisconsin, US",US,8/1/2021,42.67151616,-89.071479,Wisconsin,covid_6.csv,,1.131974249,18640,211,11410.801082312,,211
Rusk,"Rusk, Wisconsin, US",US,8/1/2021,45.47498854,-91.1333012,Wisconsin,covid_6.csv,,1.691474966,1478,25,10424.601495274,,25
Sauk,"Sauk, Wisconsin, US",US,8/1/2021,43.42574087,-89.94966132,Wisconsin,covid_6.csv,,0.911519723,6363,58,9873.995220508,,58
Sawyer,"Sawyer, Wisconsin, US",US,8/1/2021,45.87931905,-91.14504927,Wisconsin,covid_6.csv,,1.541733121,1881,29,11360.067641019,,29
Shawano,"Shawano, Wisconsin, US",US,8/1/2021,44.78902246,-88.76443896,Wisconsin,covid_6.csv,,1.573200074,5403,85,13210.591946013,,85
Sheboygan,"Sheboygan, Wisconsin, US",US,8/1/2021,43.72099677,-87.94579284,Wisconsin,covid_6.csv,,1.141674456,14978,171,12985.954569100,,171
St. Croix,"St. Croix, Wisconsin, US",US,8/1/2021,45.03437474,-92.45000068,Wisconsin,covid_6.csv,,0.724710619,9935,72,10955.263709242,,72
Taylor,"Taylor, Wisconsin, US",US,8/1/2021,45.21179252,-90.5004405,Wisconsin,covid_6.csv,,1.857872736,2153,40,10583.493093447,,40
Trempealeau,"Trempealeau, Wisconsin, US",US,8/1/2021,44.30360275,-91.35893614,Wisconsin,covid_6.csv,,1.298701299,3696,48,12465.850450268,,48
Unassigned,"Unassigned, Wisconsin, US",US,8/1/2021,,,Wisconsin,covid_6.csv,,,0,0,,,0
Vernon,"Vernon, Wisconsin, US",US,8/1/2021,43.59422667,-90.8324691,Wisconsin,covid_6.csv,,2.089407191,2058,43,6677.048861203,,43
Vilas,"Vilas, Wisconsin, US",US,8/1/2021,46.05467334,-89.51719204,Wisconsin,covid_6.csv,,1.829268293,2460,45,11083.577382293,,45
Walworth,"Walworth, Wisconsin, US",US,8/1/2021,42.66858202,-88.54163073,Wisconsin,covid_6.csv,,1.335546072,12654,169,12182.770439404,,169
Washburn,"Washburn, Wisconsin, US",US,8/1/2021,45.89838588,-91.79050449,Wisconsin,covid_6.csv,,1.487910725,1613,24,10260.814249364,,24
Washington,"Washington, Wisconsin, US",US,8/1/2021,43.36863664,-88.22974712,Wisconsin,covid_6.csv,,1.177842566,17150,202,12607.142332064,,202
Waukesha,"Waukesha, Wisconsin, US",US,8/1/2021,43.01833055,-88.30431188,Wisconsin,covid_6.csv,,1.293335728,50103,648,12395.657573763,,648
Waupaca,"Waupaca, Wisconsin, US",US,8/1/2021,44.47068056,-88.96534501,Wisconsin,covid_6.csv,,2.702702703,6179,167,12118.062365170,,167
Waushara,"Waushara, Wisconsin, US",US,8/1/2021,44.11324419,-89.24317107,Wisconsin,covid_6.csv,,1.455938697,2610,38,10677.903694309,,38
Winnebago,"Winnebago, Wisconsin, US",US,8/1/2021,44.06886922,-88.64477096,Wisconsin,covid_6.csv,,1.054133677,21724,229,12637.065390007,,229
Wood,"Wood, Wisconsin, US",US,8/1/2021,44.45537896,-90.04158336,Wisconsin,covid_6.csv,,1.411342058,7794,110,10676.858587104,,110
Albany,"Albany, Wyoming, US",US,8/1/2021,41.65498705,-105.7235415,Wyoming,covid_6.csv,,0.377042313,4774,18,12278.806584362,,18
Big Horn,"Big Horn, Wyoming, US",US,8/1/2021,44.52405055,-107.9960365,Wyoming,covid_6.csv,,2.889245586,1246,36,10568.278201866,,36
Campbell,"Campbell, Wyoming, US",US,8/1/2021,44.24886082,-105.5474404,Wyoming,covid_6.csv,,1.181323833,5333,63,11508.167713256,,63
Carbon,"Carbon, Wyoming, US",US,8/1/2021,41.69357844,-106.9326084,Wyoming,covid_6.csv,,1.359773371,1765,24,11925.675675676,,24
Converse,"Converse, Wyoming, US",US,8/1/2021,42.97272268,-105.5081848,Wyoming,covid_6.csv,,1.746724891,1145,20,8283.895239473,,20
Crook,"Crook, Wyoming, US",US,8/1/2021,44.58855102,-104.5697705,Wyoming,covid_6.csv,,2.731092437,476,13,6276.371308017,,13
Fremont,"Fremont, Wyoming, US",US,8/1/2021,43.04183996,-108.6296893,Wyoming,covid_6.csv,,1.593114814,5461,87,13909.477598635,,87
Goshen,"Goshen, Wyoming, US",US,8/1/2021,42.08798185,-104.3534743,Wyoming,covid_6.csv,,1.859024012,1291,24,9772.159564000,,24
Hot Springs,"Hot Springs, Wyoming, US",US,8/1/2021,43.71930657,-108.4423174,Wyoming,covid_6.csv,,0.779220779,385,3,8724.223883979,,3
Johnson,"Johnson, Wyoming, US",US,8/1/2021,44.04057166,-106.5845174,Wyoming,covid_6.csv,,1.574803150,762,12,9023.090586146,,12
Laramie,"Laramie, Wyoming, US",US,8/1/2021,41.3070252,-104.6887497,Wyoming,covid_6.csv,,1.130139963,11503,130,11560.804020101,,130
Lincoln,"Lincoln, Wyoming, US",US,8/1/2021,42.26376367,-110.6563997,Wyoming,covid_6.csv,,0.923482850,1516,14,7644.982349975,,14
Natrona,"Natrona, Wyoming, US",US,8/1/2021,42.96180148,-106.797885,Wyoming,covid_6.csv,,1.669824728,8444,141,10573.768438979,,141
Niobrara,"Niobrara, Wyoming, US",US,8/1/2021,43.05607708,-104.4758896,Wyoming,covid_6.csv,,1.818181818,165,3,7003.395585739,,3
Park,"Park, Wyoming, US",US,8/1/2021,44.52157546,-109.5852825,Wyoming,covid_6.csv,,1.143241426,2974,34,10187.024731109,,34
Platte,"Platte, Wyoming, US",US,8/1/2021,42.13299116,-104.966331,Wyoming,covid_6.csv,,1.822916667,768,14,9150.482544978,,14
Sheridan,"Sheridan, Wyoming, US",US,8/1/2021,44.79048913,-106.8862389,Wyoming,covid_6.csv,,0.932330827,3325,31,10907.003444317,,31
Sublette,"Sublette, Wyoming, US",US,8/1/2021,42.76558279,-109.9130922,Wyoming,covid_6.csv,,0.931315483,859,8,8737.666564948,,8
Sweetwater,"Sweetwater, Wyoming, US",US,8/1/2021,41.65943896,-108.8827882,Wyoming,covid_6.csv,,0.880352141,4998,44,11803.603901471,,44
Teton,"Teton, Wyoming, US",US,8/1/2021,43.93522482,-110.5890801,Wyoming,covid_6.csv,,0.282268412,3897,11,16608.421411524,,11
